"subject" "activity" "measurement" "mean"
22 "Walking Upstairs" "time-Body-Accelerometer-Magnitude-std" -0.158757474833333
23 "Laying" "time-Body-Accelerometer-Magnitude-std" -0.957871990555555
23 "Sitting" "time-Body-Accelerometer-Magnitude-std" -0.924963263235294
23 "Standing" "time-Body-Accelerometer-Magnitude-std" -0.9516698575
23 "Walking" "time-Body-Accelerometer-Magnitude-std" -0.209989354570847
23 "Walking Downstairs" "time-Body-Accelerometer-Magnitude-std" 0.230363964351852
23 "Walking Upstairs" "time-Body-Accelerometer-Magnitude-std" -0.271893714117647
25 "Laying" "time-Body-Accelerometer-Magnitude-std" -0.649254767945205
25 "Sitting" "time-Body-Accelerometer-Magnitude-std" -0.960003414461538
25 "Standing" "time-Body-Accelerometer-Magnitude-std" -0.968075629324324
25 "Walking" "time-Body-Accelerometer-Magnitude-std" -0.565601466081081
25 "Walking Downstairs" "time-Body-Accelerometer-Magnitude-std" -0.259465249913793
25 "Walking Upstairs" "time-Body-Accelerometer-Magnitude-std" -0.480006649846154
26 "Laying" "time-Body-Accelerometer-Magnitude-std" -0.964355190394737
26 "Sitting" "time-Body-Accelerometer-Magnitude-std" -0.933602783410256
26 "Standing" "time-Body-Accelerometer-Magnitude-std" -0.962697299189189
26 "Walking" "time-Body-Accelerometer-Magnitude-std" -0.421848313898305
26 "Walking Downstairs" "time-Body-Accelerometer-Magnitude-std" 0.14700167906
26 "Walking Upstairs" "time-Body-Accelerometer-Magnitude-std" -0.1507071068
27 "Laying" "time-Body-Accelerometer-Magnitude-std" -0.978920176216216
27 "Sitting" "time-Body-Accelerometer-Magnitude-std" -0.969526674714286
27 "Standing" "time-Body-Accelerometer-Magnitude-std" -0.9663601145
27 "Walking" "time-Body-Accelerometer-Magnitude-std" -0.407355787017544
27 "Walking Downstairs" "time-Body-Accelerometer-Magnitude-std" 0.121176277863636
27 "Walking Upstairs" "time-Body-Accelerometer-Magnitude-std" -0.37994878627451
28 "Laying" "time-Body-Accelerometer-Magnitude-std" -0.9545740295
28 "Sitting" "time-Body-Accelerometer-Magnitude-std" -0.947782703333333
28 "Standing" "time-Body-Accelerometer-Magnitude-std" -0.917658334177215
28 "Walking" "time-Body-Accelerometer-Magnitude-std" -0.39269402
28 "Walking Downstairs" "time-Body-Accelerometer-Magnitude-std" 0.135465563932609
28 "Walking Upstairs" "time-Body-Accelerometer-Magnitude-std" -0.211928666470588
29 "Laying" "time-Body-Accelerometer-Magnitude-std" -0.981572147681159
29 "Sitting" "time-Body-Accelerometer-Magnitude-std" -0.9692903165
29 "Standing" "time-Body-Accelerometer-Magnitude-std" -0.981745712923077
29 "Walking" "time-Body-Accelerometer-Magnitude-std" -0.262695063584906
29 "Walking Downstairs" "time-Body-Accelerometer-Magnitude-std" 0.1344811501875
29 "Walking Upstairs" "time-Body-Accelerometer-Magnitude-std" -0.0414696051693878
30 "Laying" "time-Body-Accelerometer-Magnitude-std" -0.960167907285714
30 "Sitting" "time-Body-Accelerometer-Magnitude-std" -0.942901466612903
30 "Standing" "time-Body-Accelerometer-Magnitude-std" -0.916570441355932
30 "Walking" "time-Body-Accelerometer-Magnitude-std" -0.359873411538462
30 "Walking Downstairs" "time-Body-Accelerometer-Magnitude-std" -0.0135771208822581
30 "Walking Upstairs" "time-Body-Accelerometer-Magnitude-std" -0.327410815861538
1 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.8419291525
1 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.948536786170213
1 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.984278207358491
1 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.136971176556842
1 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.0271882914106122
1 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.129927630735849
3 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.972791346129032
3 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.895383350192308
3 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.925430819016393
3 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.254690333275862
3 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.0628126118283674
3 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.184014895
5 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.966777882884615
5 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.9379783225
5 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.906104701071429
5 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.158338674394643
5 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.211138853638298
5 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.0435562021989362
6 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.918878850824561
6 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.949543531272727
6 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.945022876491228
6 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.166840713631579
6 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.333754731458333
6 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.0177790974433333
7 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.936392023846154
7 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.918432107083333
7 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.942724659245283
7 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.0978090439438596
7 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.0198795285851064
7 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.198074437978431
8 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.935308633888889
8 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.952139704347826
8 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.953762884074074
8 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" 0.0516786278104167
8 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.176599311818421
8 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.121026629195122
11 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.980621180175439
11 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.961970763773585
11 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.984853836595745
11 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.288323472033898
11 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.126227657258696
11 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.132594623759259
14 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.905978250196078
14 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.944197943703704
14 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.943456847333333
14 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.144404671779661
14 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.185537706866667
14 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.140108204051852
15 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.955340661527778
15 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.958669836271186
15 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.961207616226415
15 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.186514650759259
15 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.320449387166667
15 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.000971394711666667
16 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.961834634857143
16 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.961879680724638
16 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.969948825128205
16 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.258766694117647
16 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.191079793587447
16 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.233990331568627
17 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.953021411126761
17 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.97274734640625
17 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.977635981410256
17 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.151151487704918
17 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.148951103536087
17 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.0128062276916667
19 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.96626080686747
19 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.962074065616438
19 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.960505683561644
19 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" 0.0648173438653846
19 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.644604325128205
19 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.01738119347275
21 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.952596583222222
21 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.974734999411765
21 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.958774298089888
21 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.123455661519231
21 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.245771699004444
21 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.0810453188106383
22 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.934993799305556
22 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.942167353870968
22 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.954807661269841
22 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" 0.0722419121669565
22 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.330999221944444
22 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.210282608333333
23 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.962959196805556
23 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.944080772941176
23 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.957212267058824
23 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.0988770198220339
23 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.127211137694444
23 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.0117536873784314
25 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.56047777609589
25 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.970409337076923
25 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.972663592162162
25 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.40528943
25 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.22010859462069
25 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.305772199076923
26 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.976785042368421
26 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.953079994102564
26 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.968511694324324
26 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.223399171830508
26 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.114379383742
26 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.142874499381818
27 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.982091652162162
27 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.979481668857143
27 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.972753287375
27 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.238853875263158
27 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.108071382861364
27 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.160589355980392
28 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.95811223025
28 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.955789708611111
28 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.92547165164557
28 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.1806660203
28 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.104359216580435
28 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.186240503960784
29 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.986493196666667
29 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.978017021833333
29 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.984745318923077
29 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.0955213393716981
29 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.103705165666667
29 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" 0.00834360271428571
30 "Laying" "time-Gravity-Accelerometer-Magnitude-mean" -0.969829984285714
30 "Sitting" "time-Gravity-Accelerometer-Magnitude-mean" -0.957487221451613
30 "Standing" "time-Gravity-Accelerometer-Magnitude-mean" -0.930573574915254
30 "Walking" "time-Gravity-Accelerometer-Magnitude-mean" -0.195140032969231
30 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.0373901122469355
30 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-mean" -0.137627857227385
1 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.79514486386
1 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.927078418723404
1 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.981942928867925
1 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.219688645631579
1 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.0198843506265306
1 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.324970929245283
3 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.964218176451613
3 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.8703017
3 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.915143303606557
3 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.328428936551724
3 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.0411340078469388
3 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.333597432542373
5 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.958612786346154
5 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.920939027727273
5 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.87977380125
5 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.377178733392857
5 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.205422375957447
5 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.136736383765957
6 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.897326245964912
6 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.931572655636364
6 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.939310249649123
6 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.266734167368421
6 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.373611914166667
6 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.0791508842176471
7 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.907039513153846
7 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.881957619770833
7 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.933590156792453
7 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.198554708385965
7 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.214544028088723
7 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.33474460745098
8 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.91325033
8 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.929943615630435
8 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.937187185222222
8 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.1804072826
8 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.131337867236842
8 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.227200254219512
11 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.972891829473684
11 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.944581826415094
11 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.98030536893617
11 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.487735915084746
11 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.0507743652521739
11 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.289592148148148
14 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.856593119215686
14 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.92549582962963
14 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.936735577166667
14 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.36380562779661
14 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.428405922622222
14 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.0197686685018519
15 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.943314107916667
15 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.93797790559322
15 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.948600432641509
15 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.323878324074074
15 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.353204008095238
15 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.136552217494583
16 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.957895927714286
16 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.941051236086957
16 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.95729449448718
16 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.47180926745098
16 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.119183740638298
16 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.334795080196078
17 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.948257993521127
17 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.96506519109375
17 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.975377309871795
17 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.461837866885246
17 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.0914076757326087
17 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.1028777303875
19 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.963193489036145
19 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.951755657260274
19 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.962549342465753
19 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.0993927171359615
19 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.413472376589744
19 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.177666828025
21 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.942186431444444
21 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.971994251294118
21 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.956919898202247
21 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.299709752173077
21 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.264341903711111
21 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.278474283829787
22 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.909407761152778
22 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.924336184035484
22 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.939866315079365
22 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.161591787478261
22 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.133267478527222
22 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.158757474833333
23 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.957871990555555
23 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.924963263235294
23 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.9516698575
23 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.209989354570847
23 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.230363964351852
23 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.271893714117647
25 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.649254767945205
25 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.960003414461538
25 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.968075629324324
25 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.565601466081081
25 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.259465249913793
25 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.480006649846154
26 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.964355190394737
26 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.933602783410256
26 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.962697299189189
26 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.421848313898305
26 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.14700167906
26 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.1507071068
27 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.978920176216216
27 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.969526674714286
27 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.9663601145
27 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.407355787017544
27 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.121176277863636
27 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.37994878627451
28 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.9545740295
28 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.947782703333333
28 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.917658334177215
28 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.39269402
28 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.135465563932609
28 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.211928666470588
29 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.981572147681159
29 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.9692903165
29 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.981745712923077
29 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.262695063584906
29 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" 0.1344811501875
29 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.0414696051693878
30 "Laying" "time-Gravity-Accelerometer-Magnitude-std" -0.960167907285714
30 "Sitting" "time-Gravity-Accelerometer-Magnitude-std" -0.942901466612903
30 "Standing" "time-Gravity-Accelerometer-Magnitude-std" -0.916570441355932
30 "Walking" "time-Gravity-Accelerometer-Magnitude-std" -0.359873411538462
30 "Walking Downstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.0135771208822581
30 "Walking Upstairs" "time-Gravity-Accelerometer-Magnitude-std" -0.327410815861538
1 "Laying" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.9543962646
1 "Sitting" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.987364195531915
1 "Standing" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.992367790566038
1 "Walking" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.141428809031579
1 "Walking Downstairs" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.0894474807979592
1 "Walking Upstairs" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.466503446226415
3 "Laying" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.979484593387097
3 "Sitting" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.969080752884615
3 "Standing" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.959303840327869
3 "Walking" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.280009317413793
3 "Walking Downstairs" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.205239246653061
3 "Walking Upstairs" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.436901159491525
5 "Laying" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.980141253846154
5 "Sitting" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.969320155681818
5 "Standing" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.956863566071429
5 "Walking" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.288333024071429
5 "Walking Downstairs" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.0637528559361702
5 "Walking Upstairs" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.247403476914894
6 "Laying" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.954750504912281
6 "Sitting" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.962733502
6 "Standing" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.967102436140351
6 "Walking" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.195117026052632
6 "Walking Downstairs" "time-Body-Accelerometer-Jerk-Magnitude-mean" 0.10384507225
6 "Walking Upstairs" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.207379799254902
7 "Laying" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.980127239615385
7 "Sitting" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.976559676458333
7 "Standing" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.973381306226415
7 "Walking" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.192948900438596
7 "Walking Downstairs" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.170319619372979
7 "Walking Upstairs" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.458695232352941
8 "Laying" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.97314748962963
8 "Sitting" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.986061512173913
8 "Standing" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.984920797777778
8 "Walking" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.0668322430433333
8 "Walking Downstairs" "time-Body-Accelerometer-Jerk-Magnitude-mean" 0.262628490268421
8 "Walking Upstairs" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.141494613465854
11 "Laying" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.983330628421053
11 "Sitting" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.97935563509434
11 "Standing" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.989242377234043
11 "Walking" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.402333202033898
11 "Walking Downstairs" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.198206139934783
11 "Walking Upstairs" "time-Body-Accelerometer-Jerk-Magnitude-mean" -0.509587701296296
